Time [s]	HAMr Torque1 [Nm]	HAMr Torque2 [Nm]	GLUr Torque1 [Nm]	HFLr Torque1 [Nm]	RFr Torque1 [Nm]	RFr Torque2 [Nm]	VASr Torque1 [Nm]	GASr Torque1 [Nm]	GASr Torque2 [Nm]	SOLr Torque1 [Nm]	TAr Torque1 [Nm]	HAMl Torque1 [Nm]	HAMl Torque2 [Nm]	GLUl Torque1 [Nm]	HFLl Torque1 [Nm]	RFl Torque1 [Nm]	RFl Torque2 [Nm]	VASl Torque1 [Nm]	GASl Torque1 [Nm]	GASl Torque2 [Nm]	SOLl Torque1 [Nm]	TAl Torque1 [Nm]	Hipr Angle [rad]	Kneer Angle [rad]	Ankler Angle [rad]	Hipl Angle [rad]	Kneel Angle [rad]	Anklel Angle [rad]	COM Position X [m]	COM Position Y [m]	COM Position Z [m]	COM Velocity X [m/s]	COM Velocity Y [m/s]	COM Velocity Z [m/s]	Footr Position X [m/s]	Footr Position Y [m/s]	Footr Position Z [m/s]	Footl Position X [m/s]	Footl Position Y [m/s]	Footl Position Z [m/s]	Stancer	Swingr	SPr	SIr	Stancel	Swingl	SPl	SIl	
0.0233333	-0	-0	-0	77.0497	0	0	-0	0	0	-0	-0	-2.85513	-1.78445	-1.18613	0	0	0	-5.20721	0	0	-0	-7.70126	3.06393	3.10015	1.44375	2.65182	3.13983	1.44112	0.49802	1.11793	-0.27824	-0.00205471	-0.223153	-1.11727	0.663519	0.144903	-0.252469	0.332954	0.210804	-0.618255	1	0	0	0	0	1	1	0
0.0236667	40.0822	0	0	75.706	-3.05243	-3.64369	-0	-2.55977	-3.04855	-2.84517	-0	0	0	0	0	-3.28399	-3.91163	-0	-3.19908	-3.78197	-3.2185	-0	3.06292	3.09791	1.44214	2.65213	3.13983	1.44137	0.498019	1.11786	-0.278613	-0.00213557	-0.226335	-1.1173	0.663519	0.144903	-0.252469	0.332954	0.210804	-0.618255	1	0	0	0	0	1	1	0
0.024	-0	-0	-0	74.3262	-0	-0	0	-0	-0	-0	0	-2.83737	-1.77336	-2.83333	0	-8.55794	-5.34871	0	-3.84754	-2.40471	-6.29574	0	3.06187	3.09562	1.44052	2.65244	3.13983	1.44164	0.498018	1.11778	-0.278985	-0.00221822	-0.229514	-1.11732	0.663459	0.144932	-0.251417	0.333072	0.209699	-0.617467	1	0	0	0	0	1	1	0
0.0243333	44.5006	0	-0	72.9209	-0	0	0	-0	0	-0	0	0	0	-2.23758	0	-0	0	0	-0	0	-0	0	3.0608	3.09328	1.43888	2.65274	3.13983	1.44194	0.498017	1.1177	-0.279357	-0.00229921	-0.232694	-1.11734	0.663459	0.144932	-0.251417	0.333072	0.209699	-0.617467	1	0	0	0	0	1	1	0
0.0246667	-0	-0	0.0173583	71.4962	0	0	-2.68538	0	0	0	-0	-2.8192	-1.762	0	0	0	0	-3.19908	0	0	0	-0	3.05969	3.09088	1.43722	2.65305	3.13983	1.44226	0.498017	1.11762	-0.27973	-0.00238564	-0.235869	-1.11737	0.663459	0.144932	-0.251417	0.333072	0.209699	-0.617467	1	0	0	0	0	1	1	0
0.025	48.7125	0	-0	70.0609	0	0	-0	-2.52419	-3.00528	0	0	0	0	-2.84297	0	0	0	-4.81192	-3.20118	-3.78105	0	0	3.05855	3.08842	1.43555	2.65337	3.13983	1.4426	0.498016	1.11754	-0.280102	-0.00247318	-0.239043	-1.1174	0.663395	0.144967	-0.250344	0.333196	0.208566	-0.616652	1	0	0	0	0	1	1	0
0.0253333	-0	-0	-0	68.6233	0	0	-0	-0	-0	-0	-2.90854	-2.80063	-1.75039	-3.56376	0	0	0	-0	-3.55274	-2.22046	-0	-3.23376	3.05738	3.08592	1.43387	2.65368	3.13983	1.44296	0.498015	1.11746	-0.280475	-0.00255392	-0.242219	-1.11743	0.663395	0.144967	-0.250344	0.333196	0.208566	-0.616652	1	0	0	0	0	1	1	0
0.0256667	52.7009	0	0.812132	67.1917	-0	0	0	-0	0	-2.78755	-0	0	0	0	0	-0	0	0	-0	0	-3.20813	-6.95193	3.05619	3.08337	1.43218	2.654	3.13983	1.44334	0.498014	1.11738	-0.280847	-0.00263909	-0.245391	-1.11746	0.663395	0.144967	-0.250344	0.333196	0.208566	-0.616652	1	0	0	0	0	1	1	0
0.026	-0	-0	-0	65.7773	0	0	0	0	0	-0	-0	-2.78196	-1.73872	-2.85217	0	0	0	0	0	0	-5.71724	-0	3.05496	3.08077	1.43047	2.65432	3.13983	1.44374	0.498013	1.1173	-0.28122	-0.00272646	-0.248561	-1.11749	0.663326	0.145009	-0.249252	0.333327	0.207405	-0.615808	1	0	0	0	0	1	1	0
0.0263333	56.4618	0	-0	64.392	-2.97697	-3.55286	-2.64019	-2.4917	-2.96572	-0	0	0	0	-5.11017	0	-3.25557	-3.87497	-3.19754	-3.20425	-3.78129	-0	0	3.05372	3.07812	1.42875	2.65465	3.13983	1.44415	0.498012	1.11721	-0.281592	-0.00280232	-0.251733	-1.11752	0.663326	0.145009	-0.249252	0.333327	0.207405	-0.615808	1	0	0	0	0	1	1	0
0.0266667	-0	-0	2.70392	63.043	-0	-0	-0	-0	-0	0	0	-2.76351	-1.72719	0	0	-7.70126	-4.81328	-4.49348	-3.28642	-2.05401	0	0	3.05246	3.07544	1.42703	2.65498	3.13983	1.44458	0.498011	1.11713	-0.281965	-0.00287593	-0.2549	-1.11756	0.663326	0.145009	-0.249252	0.333327	0.207405	-0.615808	1	0	0	0	0	1	1	0
0.027	59.9927	0	-0	61.7387	-0	0	-0	-0	0	0	-0	0	0	-2.86122	0	-0	0	-0	-0.0123528	0	0	-0	3.05119	3.07271	1.4253	2.65534	3.13983	1.44502	0.49801	1.11704	-0.282337	-0.00295222	-0.258066	-1.11759	0.663251	0.145059	-0.248146	0.333464	0.206215	-0.614933	1	0	0	0	0	1	1	0
0.0273333	-0	-0	-0	60.4925	0	0	0	0	0	-0	0	-2.74497	-1.7156	-6.83281	0	0	0	0	0	0	-0	0	3.0499	3.06995	1.42356	2.6557	3.13983	1.44548	0.498009	1.11696	-0.28271	-0.00302267	-0.261235	-1.11763	0.663251	0.145059	-0.248146	0.333464	0.206215	-0.614933	1	0	0	0	0	1	1	0
0.0276667	63.2754	0	5.50796	59.1852	0	0	0	-2.46142	-2.92877	-2.73402	-2.84517	0	0	0	0	0	0	0	-3.20781	-3.7821	-3.20191	-3.2185	3.04856	3.06714	1.42182	2.65604	3.13983	1.44595	0.498008	1.11687	-0.283083	-0.00309604	-0.264398	-1.11766	0.663251	0.145059	-0.248146	0.333464	0.206215	-0.614933	1	0	0	0	0	1	1	0
0.028	-0	-0	-0	57.9505	0	0	-2.59815	-0	-0	-0	-0	-2.72664	-1.70415	-2.86982	0	0	0	-3.19811	-3.04463	-1.90289	-5.20721	-6.29574	3.04721	3.06429	1.42007	2.6564	3.13983	1.44643	0.498007	1.11678	-0.283455	-0.003171	-0.26756	-1.1177	0.663172	0.145117	-0.247026	0.333606	0.204999	-0.614027	1	0	0	0	0	1	1	0
0.0283333	66.3253	0	-0	56.6495	-0	0	-0	-0	0	-0	-0	0	0	-8.68219	0	-0	0	-4.15464	-0.149722	0	-0	-0	3.04581	3.06139	1.41831	2.65673	3.13983	1.44694	0.498006	1.11669	-0.283828	-0.00323156	-0.270726	-1.11774	0.663172	0.145117	-0.247026	0.333606	0.204999	-0.614027	1	0	0	0	0	1	1	0
0.0286667	-0	-0	8.99932	55.4391	0	0	-0	0	0	0	0	-2.70868	-1.69292	0	0	0	0	-0	0	0	0	0	3.0444	3.05846	1.41655	2.65708	3.13983	1.44746	0.498005	1.1166	-0.2842	-0.0032847	-0.273885	-1.11778	0.663172	0.145117	-0.247026	0.333606	0.204999	-0.614027	1	0	0	0	0	1	1	0
0.029	69.1446	0	-0	54.2326	-2.90854	-3.4704	0	-2.43392	-2.89516	0	0	0	0	-2.87796	0	-3.23376	-3.84609	0	-3.21169	-3.7833	0	0	3.04296	3.05549	1.41479	2.65743	3.13983	1.44799	0.498004	1.11651	-0.284573	-0.00333352	-0.277048	-1.11782	0.663088	0.145185	-0.245894	0.333753	0.203757	-0.613089	1	0	0	0	0	1	1	0
0.0293333	-0	-0	-0	53.0988	-0	-0	0	-0	-0	-0	-0	-2.69108	-1.68192	-10.6284	0	-6.95193	-4.34496	0	-2.82355	-1.76472	-0	-0	3.04151	3.05249	1.41302	2.65779	3.13983	1.44852	0.498003	1.11641	-0.284946	-0.00338238	-0.280205	-1.11786	0.663088	0.145185	-0.245894	0.333753	0.203757	-0.613089	1	0	0	0	0	1	1	0
0.0296667	71.7266	0	12.9537	52.0142	-0	0	-2.55977	-0	0	-2.68538	0	0	0	0	0	-0	0	-3.19908	-0.452868	0	-3.19908	0	3.04005	3.04946	1.41126	2.65816	3.13983	1.44906	0.498002	1.11632	-0.285318	-0.00342298	-0.283367	-1.1179	0.663088	0.145185	-0.245894	0.333753	0.203757	-0.613089	1	0	0	0	0	1	1	0
0.03	-0	-0	-0	51.0484	0	0	-0	0	0	-0	-2.78755	-2.67384	-1.67115	-2.88595	0	0	0	-3.84754	0	0	-4.81192	-3.20813	3.03861	3.04641	1.40949	2.65856	3.13983	1.4496	0.498	1.11622	-0.285691	-0.0034726	-0.28652	-1.11795	0.663	0.145262	-0.244755	0.333905	0.202488	-0.612116	1	0	0	0	0	1	1	0
0.0303333	74.0771	0	-0	49.9022	0	0	-0	-2.40826	-2.86375	-0	-0	0	0	-12.6418	0	0	0	-0	-3.21429	-3.78301	-0	-5.71724	3.03706	3.0433	1.40772	2.6589	3.13983	1.45018	0.497999	1.11613	-0.286063	-0.00350416	-0.289677	-1.11799	0.663	0.145262	-0.244755	0.333905	0.202488	-0.612116	1	0	0	0	0	1	1	0
0.0306667	-0	-0	17.207	48.9033	0	0	0	-0	-0	0	-0	-2.6574	-1.66088	0	0	0	0	0	-2.82743	-1.76714	0	-0	3.03554	3.04017	1.40596	2.65927	3.13983	1.45075	0.497998	1.11603	-0.286436	-0.00353722	-0.292829	-1.11804	0.663	0.145262	-0.244755	0.333905	0.202488	-0.612116	1	0	0	0	0	1	1	0
0.031	76.2225	0	-0	47.9618	-0	0	0	-0	0	0	0	0	0	-2.89459	0	-0	0	0	-1.18613	0	0	0	3.03401	3.03702	1.40419	2.65966	3.13983	1.45133	0.497997	1.11593	-0.286809	-0.00356109	-0.295985	-1.11808	0.662909	0.145349	-0.243609	0.33406	0.201194	-0.611106	1	0	0	0	0	1	1	0
0.0313333	-0	-0	-0	47.1323	0	0	-2.52419	0	0	-0	0	-2.64147	-1.65092	-14.6938	0	0	0	-3.20118	0	0	-0	0	3.0325	3.03385	1.40243	2.66008	3.13983	1.4519	0.497996	1.11583	-0.287182	-0.00359195	-0.299133	-1.11813	0.662909	0.145349	-0.243609	0.33406	0.201194	-0.611106	1	0	0	0	0	1	1	0
0.0316667	78.1628	0	21.6223	46.2385	-2.84517	-3.39397	-0	-2.37712	-2.82482	-2.64019	-0	0	0	0	0	-3.2185	-3.82489	-3.55274	-3.20247	-3.76492	-3.19754	-0	3.03093	3.03065	1.40067	2.66048	3.13983	1.45249	0.497995	1.11573	-0.287554	-0.00361518	-0.302287	-1.11818	0.662909	0.145349	-0.243609	0.33406	0.201194	-0.611106	1	0	0	0	0	1	1	0
0.032	-0	-0	-0	45.3753	-0	-0	-0	-0	-0	-0	0	-2.62604	-1.64127	-2.9037	0	-6.29574	-3.93484	-0	-2.83333	-1.77083	-4.49348	0	3.02935	3.02741	1.39891	2.66087	3.13983	1.45308	0.497993	1.11563	-0.287927	-0.00364758	-0.305431	-1.11824	0.662814	0.145447	-0.242459	0.33422	0.199874	-0.610061	1	0	0	0	0	1	1	0
0.0323333	79.8999	0	-0	44.6379	-0	0	0	-0	0	-0	-2.73402	0	0	-16.7747	0	-0	0	0	-2.23758	0	-0	-3.20191	3.02779	3.02416	1.39716	2.66131	3.13983	1.45368	0.497992	1.11552	-0.2883	-0.00367047	-0.30858	-1.11829	0.662814	0.145447	-0.242459	0.33422	0.199874	-0.610061	1	0	0	0	0	1	1	0
0.0326667	-0	-0	26.098	43.8038	0	0	0	0.0173583	0	0	-0	-2.61139	-1.63212	0	0	0	0	0	0	0	0	-5.20721	3.02616	3.02087	1.39541	2.6617	3.13983	1.45428	0.497991	1.11542	-0.288673	-0.00370029	-0.31172	-1.11834	0.662814	0.145447	-0.242459	0.33422	0.199874	-0.610061	1	0	0	0	0	1	1	0
0.033	81.4405	0	-0	43.1115	0	0	-2.4917	-2.34825	-2.78874	0	-0	0	0	-2.88815	0	0	0	-3.20425	-3.19083	-3.74728	0	-0	3.02457	3.01758	1.39367	2.66214	3.13983	1.45488	0.49799	1.11531	-0.289045	-0.00371402	-0.314867	-1.1184	0.662715	0.145555	-0.241309	0.334383	0.198529	-0.608977	1	0	0	0	0	1	1	0
0.0333333	-0	-0	-0	42.4641	0	0	-0	-0	-0	-0	0	-2.59739	-1.62336	-18.7415	0	0	0	-3.28642	-2.84297	-1.77686	-0	0	3.02297	3.01427	1.39193	2.66259	3.13983	1.45547	0.497988	1.11521	-0.289418	-0.00371801	-0.318004	-1.11846	0.662715	0.145555	-0.241309	0.334383	0.198529	-0.608977	1	0	0	0	0	1	1	0
0.0336667	82.7818	0	30.8037	41.987	-0	0	-0	-0	0	-2.59815	0	0	0	0	0	-0	0	-0.0123528	-3.56376	0	-3.19811	0	3.02143	3.01097	1.39021	2.6631	3.13983	1.45605	0.497987	1.1151	-0.289791	-0.0037255	-0.321145	-1.11851	0.662715	0.145555	-0.241309	0.334383	0.198529	-0.608977	1	0	0	0	0	1	1	0
0.034	-0	-0	-0	41.3212	0	0	0	0.812132	0	-0	-0	-2.58416	-1.6151	-2.87185	0	0	0	0	0	0	-4.15464	-0	3.01978	3.00764	1.38849	2.66352	3.13983	1.45665	0.497986	1.11499	-0.290164	-0.00374315	-0.324277	-1.11858	0.662613	0.145672	-0.240164	0.334548	0.19716	-0.607853	1	0	0	0	0	1	1	0
0.0343333	83.9324	0	-0	40.7036	-2.78755	-3.32441	0	-2.32169	-2.75554	-0	0	0	0	-20.6986	0	-3.20813	-3.80942	0	-3.1796	-3.73035	-0	0	3.01813	3.00429	1.38678	2.66396	3.13983	1.45727	0.497985	1.11488	-0.290537	-0.00373299	-0.327416	-1.11864	0.662613	0.145672	-0.240164	0.334548	0.19716	-0.607853	1	0	0	0	0	1	1	0
0.0346666	-0	-0	35.4792	40.2424	-0	-0	-2.46142	-0	-0	0	-2.68538	-2.57126	-1.60704	0	0	-5.71724	-3.57328	-3.20781	-2.85217	-1.7826	0	-3.19908	3.01654	3.00096	1.38508	2.66445	3.13983	1.45786	0.497983	1.11477	-0.29091	-0.00371346	-0.330543	-1.11871	0.662613	0.145672	-0.240164	0.334548	0.19716	-0.607853	1	0	0	0	0	1	1	0
0.035	84.8973	0	-0	39.8418	-0	0	-0	-0	0	0	-0	0	0	-2.85513	0	-0	0	-3.04463	-5.11017	0	0	-4.81192	3.01496	2.99765	1.38339	2.66495	3.13983	1.45844	0.497982	1.11466	-0.291283	-0.00369802	-0.333679	-1.11877	0.662508	0.145796	-0.239034	0.334713	0.195766	-0.606685	1	0	0	0	0	1	1	0
0.0353333	-0	-0	-0	39.6887	0	0	-0	2.70392	0	-0	-0	-2.55928	-1.59955	-22.6513	0	0	0	-0.149722	0	0	-0	-0	3.01348	2.99437	1.38173	2.66555	3.13983	1.459	0.497981	1.11455	-0.291655	-0.0036805	-0.336803	-1.11884	0.662508	0.145796	-0.239034	0.334713	0.195766	-0.606685	1	0	0	0	0	1	1	0
0.0356666	85.6758	0	40.0822	39.2973	0	0	0	-2.29796	-2.7258	-2.55977	0	0	0	0	0	0	0	0	-3.1672	-3.71224	-3.19908	0	3.01189	2.99109	1.38007	2.66604	3.13983	1.45957	0.49798	1.11444	-0.292028	-0.00364872	-0.339934	-1.11891	0.662508	0.145796	-0.239034	0.334713	0.195766	-0.606685	1	0	0	0	0	1	1	0
0.036	-0	-0	-0	38.8809	0	0	0	-0	-0	-0	0	-2.54792	-1.59245	-2.83737	0	0	0	0	-2.86122	-1.78826	-3.84754	0	3.01027	2.9878	1.37843	2.66651	3.13983	1.46017	0.497978	1.11432	-0.292401	-0.00361507	-0.343055	-1.11898	0.662401	0.145925	-0.237923	0.334877	0.194349	-0.605479	1	0	0	0	0	1	1	0
0.0363333	86.2768	0	-0	38.6322	-0	0	-2.43392	-0	0	-0	-0	0	0	-24.592	0	-0	0	-3.21169	-6.83281	0	-0	-0	3.00872	2.98455	1.3768	2.66704	3.13983	1.46074	0.497977	1.11421	-0.292774	-0.00356393	-0.346182	-1.11905	0.662401	0.145925	-0.237923	0.334877	0.194349	-0.605479	1	0	0	0	0	1	1	0
0.0366666	-0	-0	44.5006	38.5186	0	0	-0	5.50796	0	0	0	-2.53702	-1.58564	0	0	0	0	-2.82355	0	0	0	0	3.00723	2.98135	1.3752	2.66761	3.13983	1.46128	0.497976	1.11409	-0.293148	-0.00349391	-0.349301	-1.11913	0.662401	0.145925	-0.237923	0.334877	0.194349	-0.605479	1	0	0	0	0	1	1	0
0.037	86.7064	0	-0	38.6815	-2.73402	-3.25973	-0	-2.27621	-2.6985	0	-2.64019	0	0	-2.8192	0	-3.20191	-3.79878	-0.452868	-3.15482	-3.69438	0	-3.19754	3.00588	2.97823	1.37361	2.66829	3.13983	1.46178	0.497975	1.11397	-0.293521	-0.00344796	-0.352424	-1.1192	0.662293	0.146054	-0.236846	0.335037	0.192906	-0.60422	1	0	0	0	0	1	1	0
0.0373333	-0	-0	-0	38.6421	-0	-0	0	-0	-0	-0	-0	-2.52674	-1.57921	-26.5176	0	-5.20721	-3.2545	0	-2.86982	-1.79363	-0	-4.49348	3.00444	2.97513	1.37204	2.66887	3.13983	1.46229	0.497974	1.11386	-0.293894	-0.00338912	-0.35554	-1.11928	0.662293	0.146054	-0.236846	0.335037	0.192906	-0.60422	1	0	0	0	0	1	1	0
0.0376666	86.968	0	48.7125	38.573	-0	0	0	-0	0	-2.52419	-0	0	0	0	0	-0	0	0	-8.68219	0	-3.20118	-0	3.00299	2.97204	1.37048	2.66944	3.13983	1.46282	0.497973	1.11374	-0.294267	-0.00330445	-0.358658	-1.11936	0.662293	0.146054	-0.236846	0.335037	0.192906	-0.60422	1	0	0	0	0	1	1	0
0.038	-0	-0	-0	38.7817	0	0	-2.40826	8.99932	0	-0	0	-2.51691	-1.57307	-2.80063	0	0	0	-3.21429	0	0	-3.55274	0	3.00167	2.96904	1.36895	2.67012	3.13983	1.4633	0.497972	1.11362	-0.29464	-0.0032097	-0.36177	-1.11944	0.662186	0.146181	-0.235805	0.335194	0.19144	-0.602917	1	0	0	0	0	1	1	0
0.0383333	87.0679	0	-0	38.9814	0	0	-0	-2.25594	-2.67305	-0	0	0	0	-28.4177	0	0	0	-2.82743	-3.14255	-3.67685	-0	0	3.00037	2.96609	1.36743	2.67078	3.13983	1.46376	0.497971	1.11349	-0.295013	-0.00312139	-0.364875	-1.11953	0.662186	0.146181	-0.235805	0.335194	0.19144	-0.602917	1	0	0	0	0	1	1	0
0.0386666	-0	-0	52.7009	39.5927	0	0	-0	-0	-0	0	-0	-2.50784	-1.5674	0	0	0	0	-1.18613	-2.87796	-1.79872	0	-0	2.99928	2.96324	1.36594	2.67162	3.13983	1.46417	0.49797	1.11337	-0.295386	-0.00302879	-0.36797	-1.11963	0.662186	0.146181	-0.235805	0.335194	0.19144	-0.602917	1	0	0	0	0	1	1	0
0.039	87.0152	0	-0	39.8339	-0	0	0	-0	0	0	0	0	0	-2.78196	0	-0	0	0	-10.6284	0	0	0	2.99804	2.96041	1.36445	2.6723	3.13983	1.4646	0.497969	1.11325	-0.29576	-0.00293546	-0.371073	-1.11972	0.662081	0.146301	-0.234807	0.335344	0.189949	-0.601564	1	0	0	0	0	1	1	0
0.0393333	-0	-0	-0	39.9462	0	0	0	12.9537	0	-0	-2.59815	-2.49893	-1.56183	-30.2974	0	0	0	0	0	0	-0	-3.19811	2.99675	2.9576	1.36299	2.67293	3.13983	1.46507	0.497968	1.11312	-0.296133	-0.00285367	-0.374168	-1.11981	0.662081	0.146301	-0.234807	0.335344	0.189949	-0.601564	1	0	0	0	0	1	1	0
0.0396666	86.8132	0	56.4618	40.2381	-2.68538	-3.20088	-2.37712	-2.2381	-2.65053	-2.4917	-0	0	0	0	0	-3.19908	-3.79211	-3.20247	-3.12929	-3.65836	-3.20425	-4.15464	2.99555	2.95487	1.36153	2.67362	3.13983	1.4655	0.497967	1.113	-0.296506	-0.0027459	-0.377269	-1.11991	0.662081	0.146301	-0.234807	0.335344	0.189949	-0.601564	1	0	0	0	0	1	1	0
0.04	-0	-0	-0	40.7622	-0	-0	-0	-0	-0	-0	-0	-2.49061	-1.55663	-2.76351	0	-4.81192	-3.00745	-2.83333	-2.88595	-1.80372	-3.28642	-0	2.99449	2.95224	1.3601	2.67439	3.13983	1.46588	0.497966	1.11287	-0.296879	-0.00262133	-0.380357	-1.12001	0.661977	0.146412	-0.233854	0.335487	0.188435	-0.600162	1	0	0	0	0	1	1	0
0.0403333	86.4719	0	-0	41.4036	-0	0	-0	-0	0	-0	0	0	0	-32.1558	0	-0	0	-2.23758	-12.6418	0	-0.0123528	0	2.9935	2.9497	1.35869	2.67521	3.13983	1.46623	0.497965	1.11274	-0.297253	-0.00250907	-0.383462	-1.1201	0.661977	0.146412	-0.233854	0.335487	0.188435	-0.600162	1	0	0	0	0	1	1	0
0.0406666	-0	-0	59.9927	42.4801	0	0	0.0173583	17.207	0	0	0	-2.48246	-1.55153	0	0	0	0	0	0	0	0	0	2.99275	2.94728	1.35729	2.67621	3.13983	1.46652	0.497964	1.11261	-0.297626	-0.00237748	-0.386552	-1.1202	0.661977	0.146412	-0.233854	0.335487	0.188435	-0.600162	1	0	0	0	0	1	1	0
0.0409999	85.9976	0	-0	43.1618	0	0	0	-2.22152	-2.62955	0	-0	0	0	-2.74497	0	0	0	0	-3.11576	-3.63974	0	-0	2.99186	2.9449	1.35591	2.67705	3.13983	1.46682	0.497963	1.11248	-0.298	-0.00225952	-0.389637	-1.12031	0.661878	0.14651	-0.232949	0.335621	0.186896	-0.598705	1	0	0	0	0	1	1	0
0.0413333	-0	-0	-0	43.6422	0	0	-2.34825	-0	-0	-0	0	-2.4749	-1.54681	-33.9898	0	0	0	-3.19083	-2.89459	-1.80911	-0	0	2.9909	2.94253	1.35453	2.67782	3.13983	1.46717	0.497963	1.11235	-0.298373	-0.00216912	-0.392723	-1.12041	0.661878	0.14651	-0.232949	0.335621	0.186896	-0.598705	1	0	0	0	0	1	1	0
0.0416666	85.3975	0	63.2754	44.2502	-0	0	-0	-0	0	-2.46142	-2.55977	0	0	0	0	-0	0	-2.84297	-14.6938	0	-3.20781	-3.19908	2.99002	2.94025	1.35317	2.67863	3.13983	1.46749	0.497962	1.11222	-0.298747	-0.00204482	-0.395807	-1.12052	0.661878	0.14651	-0.232949	0.335621	0.186896	-0.598705	1	0	0	0	0	1	1	0
0.0419999	-0	-0	-0	45.0969	0	0	-0	21.6223	0	-0	-0	-2.46735	-1.54209	-2.72664	0	0	0	-3.56376	0	0	-3.04463	-3.84754	2.98927	2.93807	1.35183	2.67953	3.13983	1.46777	0.497962	1.11209	-0.29912	-0.00190187	-0.398888	-1.12063	0.661781	0.146595	-0.23209	0.335746	0.185336	-0.597199	1	0	0	0	0	1	1	0
0.0423333	84.6777	0	-0	46.3549	-2.64019	-3.14613	0.812132	-2.20606	-2.60993	-0	-0	0	0	-35.7986	0	-3.19754	-3.78693	0	-3.10204	-3.6211	-0.149722	-0	2.98875	2.93603	1.3505	2.68059	3.13983	1.46797	0.497961	1.11195	-0.299494	-0.00189745	-0.401795	-1.12089	0.661781	0.146595	-0.23209	0.335746	0.185336	-0.597199	1	0	0	0	0	1	1	0
0.0426666	-0	-0	66.3253	47.3757	-0	-0	0	-0	-0	0	0	-2.46025	-1.53765	0	0	-4.49348	-2.80842	0	-2.9037	-1.81481	0	0	2.98816	2.93407	1.34915	2.68155	3.13983	1.46817	0.49796	1.11182	-0.299868	-0.00188347	-0.404851	-1.12102	0.661781	0.146595	-0.23209	0.335746	0.185336	-0.597199	1	0	0	0	0	1	1	0
0.0429999	83.8521	0	-0	48.2635	-0	0	-2.32169	-0	0	0	0	0	0	-2.70868	0	-0	0	-3.1796	-16.7747	0	0	0	2.98754	2.93213	1.34781	2.68248	3.13983	1.46841	0.49796	1.11168	-0.300241	-0.00180202	-0.407926	-1.12113	0.661684	0.146667	-0.231284	0.335861	0.183752	-0.595643	1	0	0	0	0	1	1	0
0.0433333	-0	-0	-0	49.3742	0	0	-0	26.098	0	-0	-0	-2.45301	-1.53313	-37.5764	0	0	0	-2.85217	0	0	-0	-0	2.98705	2.9303	1.3465	2.68348	3.13983	1.4686	0.497959	1.11155	-0.300615	-0.00168882	-0.411006	-1.12124	0.661684	0.146667	-0.231284	0.335861	0.183752	-0.595643	1	0	0	0	0	1	1	0
0.0436666	82.9222	0	69.1446	50.9371	0	0	-0	-2.1924	-2.59245	-2.43392	0	0	0	0	0	0	0	-5.11017	-3.08718	-3.60132	-3.21169	0	2.98679	2.92861	1.34519	2.68465	3.13983	1.46871	0.497959	1.11143	-0.301006	-0.000570244	-0.351102	-1.17193	0.661684	0.146667	-0.231284	0.335861	0.183752	-0.595643	1	0	0	0	1	0	0	0
0.0439999	-0	-0	-0	51.2039	0	0	2.70392	-0	-0	-0	-2.52419	-2.44608	-1.5288	-2.69108	0	0	0	0	-2.88815	-1.80509	-2.82355	-3.20118	2.98603	2.92673	1.3439	2.68471	3.13983	1.46348	0.497959	1.11132	-0.301393	-0.00071057	-0.339035	-1.16268	0.66159	0.146731	-0.230513	0.335956	0.183225	-0.595178	1	0	0	0	1	0	0	0
0.0443333	81.8968	0	-0	51.9096	-0	0	0	-0	0	-0	-0	0	0	-39.3291	0	-0	0	0	-18.7415	0	-0.452868	-3.55274	2.98546	2.92496	1.34265	2.6849	3.1398	1.46063	0.497958	1.11121	-0.301781	-0.000656126	-0.323342	-1.16278	0.66159	0.146731	-0.230513	0.335956	0.183225	-0.595178	1	0	0	0	1	0	0	0
0.0446666	-0	-0	71.7266	52.756	0	0	-2.29796	30.8037	0	0	-0	-2.43901	-1.52438	0	0	0	0	-3.1672	0	0	0	-0	2.98497	2.92327	1.34143	2.68505	3.1398	1.45878	0.497958	1.1111	-0.302168	-0.000648217	-0.311766	-1.16137	0.66159	0.146731	-0.230513	0.335956	0.183225	-0.595178	1	0	0	0	1	0	0	0
0.0449999	80.7876	0	-0	53.4089	-2.59815	-3.09516	-0	-2.18057	-2.57724	0	0	0	0	-2.67384	0	-3.19811	-3.7842	-2.86122	-3.07379	-3.58356	0	0	2.98442	2.92161	1.34024	2.68507	3.1398	1.45799	0.497958	1.11101	-0.302554	-0.000656696	-0.282333	-1.15844	0.66152	0.146801	-0.229779	0.336006	0.182781	-0.595488	1	0	0	0	1	0	0	0
0.0453333	-0	-0	-0	53.8731	-0	-0	-0	-0	-0	-0	0	-2.43194	-1.51996	-41.0566	0	-4.15464	-2.59665	-6.83281	-2.87185	-1.7949	-0	0	2.98382	2.91997	1.33908	2.6849	3.1398	1.45951	0.497958	1.11092	-0.30294	-0.000650877	-0.258137	-1.15649	0.66152	0.146801	-0.229779	0.336006	0.182781	-0.595488	1	0	0	0	1	0	0	0
0.0456666	79.6018	0	74.0771	54.3232	-0	0	5.50796	-0	0	-2.40826	-0	0	0	0	0	-0	0	0	-20.6986	0	-3.21429	-0	2.98322	2.91837	1.33798	2.6846	3.1398	1.46282	0.497958	1.11084	-0.303324	-0.000563321	-0.238567	-1.1548	0.66152	0.146801	-0.229779	0.336006	0.182781	-0.595488	1	0	0	0	1	0	0	0
